date,loanage,dlq,N
10/15/11,145,29,227
11/15/11,145,16,209
12/15/11,145,13,205
1/15/12,145,19,176
2/15/12,145,16,155
3/15/12,145,9,149
4/15/12,145,3,103
5/15/12,145,9,80
6/15/12,145,9,92
7/15/12,145,6,147
8/15/12,145,6,116
9/15/12,145,7,107
10/15/12,145,6,135
11/15/12,145,7,121
12/15/12,145,12,126
1/15/13,145,13,126
2/15/13,145,16,141
3/15/13,145,7,106
4/15/13,145,3,97
5/15/13,145,4,76
6/15/13,145,9,87
7/15/13,145,12,150
8/15/13,145,7,128
9/15/13,145,8,121
7/15/03,146,0,2
9/15/03,146,0,2
10/15/03,146,0,2
11/15/03,146,0,1
12/15/03,146,0,1
1/15/04,146,0,2
2/15/04,146,0,1
3/15/04,146,0,4
4/15/04,146,0,1
6/15/04,146,0,1
7/15/04,146,0,3
8/15/04,146,0,4
9/15/04,146,0,3
11/15/04,146,0,2
12/15/04,146,0,3
1/15/05,146,1,1
2/15/05,146,1,47
3/15/05,146,2,45
4/15/05,146,1,34
5/15/05,146,1,24
6/15/05,146,0,23
7/15/05,146,2,25
8/15/05,146,3,39
9/15/05,146,1,44
10/15/05,146,5,48
11/15/05,146,7,76
12/15/05,146,1,46
1/15/06,146,3,74
2/15/06,146,4,52
3/15/06,146,5,82
4/15/06,146,5,75
5/15/06,146,5,84
6/15/06,146,2,47
7/15/06,146,2,64
8/15/06,146,6,88
9/15/06,146,3,50
10/15/06,146,5,55
11/15/06,146,4,49
12/15/06,146,1,45
1/15/07,146,2,60
2/15/07,146,2,58
3/15/07,146,1,47
4/15/07,146,1,31
5/15/07,146,1,37
6/15/07,146,0,25
7/15/07,146,2,31
8/15/07,146,4,45
9/15/07,146,5,49
10/15/07,146,4,56
11/15/07,146,2,60
12/15/07,146,6,80
1/15/08,146,5,76
2/15/08,146,4,74
3/15/08,146,5,68
4/15/08,146,2,76
5/15/08,146,1,72
6/15/08,146,5,90
7/15/08,146,9,93
8/15/08,146,16,102
9/15/08,146,11,113
10/15/08,146,7,98
11/15/08,146,9,79
12/15/08,146,10,101
1/15/09,146,4,108
2/15/09,146,4,96
3/15/09,146,5,69
4/15/09,146,2,70
5/15/09,146,11,107
6/15/09,146,10,87
7/15/09,146,14,93
8/15/09,146,9,107
9/15/09,146,6,99
10/15/09,146,8,107
11/15/09,146,7,83
12/15/09,146,11,110
1/15/10,146,10,112
2/15/10,146,7,131
3/15/10,146,6,128
4/15/10,146,5,120
5/15/10,146,10,120
6/15/10,146,9,107
7/15/10,146,17,119
8/15/10,146,15,176
9/15/10,146,12,174
10/15/10,146,20,245
11/15/10,146,13,223
12/15/10,146,15,204
1/15/11,146,24,210
2/15/11,146,11,200
3/15/11,146,18,239
4/15/11,146,13,169
5/15/11,146,21,196
6/15/11,146,16,183
7/15/11,146,13,180
8/15/11,146,18,204
9/15/11,146,18,227
10/15/11,146,32,229
11/15/11,146,14,199
12/15/11,146,19,209
1/15/12,146,12,193
2/15/12,146,9,169
3/15/12,146,4,142
4/15/12,146,3,152
5/15/12,146,10,120
6/15/12,146,12,99
7/15/12,146,4,86
8/15/12,146,14,136
9/15/12,146,6,115
10/15/12,146,5,120
11/15/12,146,6,128
12/15/12,146,9,131
1/15/13,146,11,140
2/15/13,146,4,124
3/15/13,146,8,113
4/15/13,146,6,91
5/15/13,146,10,103
6/15/13,146,2,68
7/15/13,146,5,99
8/15/13,146,10,145
9/15/13,146,8,126
9/15/03,147,0,1
10/15/03,147,0,2
11/15/03,147,0,2
12/15/03,147,0,1
2/15/04,147,0,1
3/15/04,147,0,1
4/15/04,147,0,2
5/15/04,147,0,1
6/15/04,147,0,1
7/15/04,147,0,1
8/15/04,147,0,2
9/15/04,147,0,5
10/15/04,147,1,5
11/15/04,147,0,1
12/15/04,147,0,3
1/15/05,147,0,5
2/15/05,147,2,34
3/15/05,147,1,37
4/15/05,147,2,34
5/15/05,147,2,41
6/15/05,147,1,31
7/15/05,147,2,17
8/15/05,147,5,27
9/15/05,147,2,34
10/15/05,147,2,53
11/15/05,147,10,41
12/15/05,147,6,76
1/15/06,147,3,57
2/15/06,147,5,67
3/15/06,147,2,61
4/15/06,147,2,67
5/15/06,147,2,70
6/15/06,147,4,88
7/15/06,147,3,51
8/15/06,147,0,63
9/15/06,147,1,79
10/15/06,147,1,45
11/15/06,147,7,59
12/15/06,147,3,58
1/15/07,147,4,60
2/15/07,147,2,46
3/15/07,147,0,49
4/15/07,147,2,37
5/15/07,147,3,33
6/15/07,147,0,39
7/15/07,147,1,24
8/15/07,147,3,29
9/15/07,147,2,41
10/15/07,147,4,55
11/15/07,147,3,57
12/15/07,147,3,67
1/15/08,147,4,81
2/15/08,147,4,61
3/15/08,147,4,56
4/15/08,147,4,65
5/15/08,147,4,74
6/15/08,147,3,74
7/15/08,147,5,79
8/15/08,147,9,82
9/15/08,147,6,101
10/15/08,147,10,110
11/15/08,147,8,95
12/15/08,147,10,86
1/15/09,147,7,91
2/15/09,147,8,114
3/15/09,147,7,88
4/15/09,147,9,75
5/15/09,147,7,80
6/15/09,147,6,97
7/15/09,147,5,78
8/15/09,147,9,89
9/15/09,147,14,115
10/15/09,147,11,102
11/15/09,147,10,100
12/15/09,147,12,90
1/15/10,147,11,113
2/15/10,147,10,103
3/15/10,147,11,131
4/15/10,147,12,112
5/15/10,147,7,109
6/15/10,147,9,139
7/15/10,147,6,96
8/15/10,147,8,113
9/15/10,147,18,187
10/15/10,147,20,198
11/15/10,147,19,241
12/15/10,147,13,210
1/15/11,147,15,208
2/15/11,147,7,169
3/15/11,147,11,220
4/15/11,147,12,212
5/15/11,147,15,185
6/15/11,147,17,202
7/15/11,147,9,177
8/15/11,147,9,176
9/15/11,147,10,215
10/15/11,147,17,215
11/15/11,147,19,215
12/15/11,147,16,205
1/15/12,147,14,225
2/15/12,147,14,178
3/15/12,147,11,141
4/15/12,147,12,137
5/15/12,147,9,146
6/15/12,147,10,120
7/15/12,147,3,89
8/15/12,147,4,79
9/15/12,147,10,115
10/15/12,147,5,115
11/15/12,147,8,113
12/15/12,147,10,110
1/15/13,147,12,127
2/15/13,147,11,135
3/15/13,147,8,105
4/15/13,147,5,108
5/15/13,147,10,98
6/15/13,147,10,95
7/15/13,147,4,79
8/15/13,147,8,96
9/15/13,147,17,140
8/15/03,148,0,1
9/15/03,148,0,1
10/15/03,148,0,1
11/15/03,148,0,1
12/15/03,148,0,1
1/15/04,148,0,1
3/15/04,148,0,2
4/15/04,148,0,1
5/15/04,148,1,4
6/15/04,148,0,2
7/15/04,148,0,3
8/15/04,148,0,2
9/15/04,148,1,2
10/15/04,148,0,2
11/15/04,148,1,3
12/15/04,148,0,2
1/15/05,148,1,3
2/15/05,148,0,35
3/15/05,148,1,42
4/15/05,148,0,30
5/15/05,148,0,29
6/15/05,148,2,43
7/15/05,148,4,35
8/15/05,148,0,19
9/15/05,148,1,21
10/15/05,148,2,39
11/15/05,148,8,42
12/15/05,148,0,31
1/15/06,148,3,76
2/15/06,148,1,50
3/15/06,148,2,57
4/15/06,148,3,54
5/15/06,148,6,69
6/15/06,148,6,73
7/15/06,148,4,75
8/15/06,148,4,52
9/15/06,148,4,61
10/15/06,148,5,83
11/15/06,148,3,47
12/15/06,148,5,55
1/15/07,148,3,61
2/15/07,148,7,48
3/15/07,148,0,42
4/15/07,148,1,41
5/15/07,148,4,36
6/15/07,148,0,35
7/15/07,148,2,40
8/15/07,148,4,25
9/15/07,148,2,29
10/15/07,148,2,47
11/15/07,148,1,55
12/15/07,148,5,63
1/15/08,148,3,63
2/15/08,148,6,75
3/15/08,148,3,57
4/15/08,148,7,64
5/15/08,148,4,88
6/15/08,148,4,81
7/15/08,148,4,77
8/15/08,148,10,72
9/15/08,148,9,106
10/15/08,148,2,102
11/15/08,148,6,102
12/15/08,148,5,111
1/15/09,148,10,78
2/15/09,148,9,89
3/15/09,148,12,102
4/15/09,148,9,78
5/15/09,148,4,73
6/15/09,148,7,79
7/15/09,148,7,115
8/15/09,148,6,73
9/15/09,148,5,83
10/15/09,148,15,109
11/15/09,148,10,86
12/15/09,148,10,94
1/15/10,148,13,88
2/15/10,148,9,122
3/15/10,148,5,100
4/15/10,148,6,118
5/15/10,148,5,105
6/15/10,148,8,133
7/15/10,148,15,140
8/15/10,148,9,108
9/15/10,148,12,118
10/15/10,148,13,182
11/15/10,148,14,176
12/15/10,148,9,222
1/15/11,148,14,206
2/15/11,148,11,207
3/15/11,148,7,172
4/15/11,148,11,188
5/15/11,148,16,214
6/15/11,148,18,202
7/15/11,148,9,235
8/15/11,148,7,169
9/15/11,148,17,170
10/15/11,148,28,227
11/15/11,148,18,215
12/15/11,148,18,221
1/15/12,148,16,210
2/15/12,148,10,219
3/15/12,148,8,168
4/15/12,148,12,141
5/15/12,148,11,149
6/15/12,148,15,170
7/15/12,148,11,127
8/15/12,148,8,78
9/15/12,148,14,100
10/15/12,148,8,128
11/15/12,148,6,117
12/15/12,148,12,115
1/15/13,148,5,120
2/15/13,148,5,113
3/15/13,148,11,113
4/15/13,148,6,91
5/15/13,148,4,94
6/15/13,148,6,82
7/15/13,148,10,94
8/15/13,148,3,78
9/15/13,148,8,88
9/15/03,149,0,1
10/15/03,149,1,1
11/15/03,149,0,2
12/15/03,149,0,1
1/15/04,149,0,1
4/15/04,149,0,2
5/15/04,149,0,1
6/15/04,149,0,1
8/15/04,149,0,1
9/15/04,149,0,2
10/15/04,149,0,1
11/15/04,149,0,4
12/15/04,149,0,1
1/15/05,149,1,1
2/15/05,149,2,33
3/15/05,149,5,31
4/15/05,149,1,31
5/15/05,149,3,38
6/15/05,149,1,37
7/15/05,149,4,41
8/15/05,149,1,24
9/15/05,149,0,17
10/15/05,149,1,37
11/15/05,149,9,36
12/15/05,149,1,46
1/15/06,149,3,43
2/15/06,149,4,59
3/15/06,149,3,54
4/15/06,149,3,58
5/15/06,149,1,63
6/15/06,149,4,61
7/15/06,149,5,72
8/15/06,149,6,84
9/15/06,149,3,57
10/15/06,149,1,58
11/15/06,149,4,75
12/15/06,149,4,49
1/15/07,149,5,52
2/15/07,149,1,53
3/15/07,149,0,41
4/15/07,149,1,37
5/15/07,149,0,43
6/15/07,149,3,35
7/15/07,149,1,35
8/15/07,149,2,42
9/15/07,149,2,24
10/15/07,149,3,36
11/15/07,149,5,47
12/15/07,149,8,58
1/15/08,149,7,68
2/15/08,149,3,64
3/15/08,149,4,70
4/15/08,149,2,53
5/15/08,149,8,60
6/15/08,149,4,88
7/15/08,149,5,70
8/15/08,149,2,65
9/15/08,149,6,98
10/15/08,149,10,99
11/15/08,149,12,113
12/15/08,149,14,128
1/15/09,149,13,112
2/15/09,149,3,77
3/15/09,149,5,85
4/15/09,149,10,88
5/15/09,149,7,77
6/15/09,149,5,79
7/15/09,149,7,81
8/15/09,149,15,106
9/15/09,149,10,76
10/15/09,149,9,82
11/15/09,149,2,95
12/15/09,149,7,97
1/15/10,149,9,93
2/15/10,149,5,89
3/15/10,149,8,107
4/15/10,149,7,96
5/15/10,149,4,119
6/15/10,149,14,125
7/15/10,149,14,137
8/15/10,149,14,138
9/15/10,149,10,112
10/15/10,149,3,125
11/15/10,149,16,180
12/15/10,149,15,197
1/15/11,149,17,213
2/15/11,149,20,202
3/15/11,149,13,183
4/15/11,149,11,152
5/15/11,149,13,201
6/15/11,149,23,230
7/15/11,149,20,189
8/15/11,149,19,224
9/15/11,149,14,171
10/15/11,149,9,165
11/15/11,149,19,206
12/15/11,149,20,210
1/15/12,149,12,214
2/15/12,149,12,204
3/15/12,149,11,183
4/15/12,149,10,141
5/15/12,149,12,122
6/15/12,149,13,145
7/15/12,149,10,155
8/15/12,149,10,138
9/15/12,149,6,85
10/15/12,149,7,92
11/15/12,149,11,117
12/15/12,149,6,109
1/15/13,149,10,114
2/15/13,149,5,123
3/15/13,149,6,118
4/15/13,149,4,97
5/15/13,149,5,97
6/15/13,149,9,107
7/15/13,149,2,106
8/15/13,149,6,85
9/15/13,149,4,63
10/15/03,150,0,2
12/15/03,150,0,1
2/15/04,150,0,2
3/15/04,150,0,1
5/15/04,150,0,1
6/15/04,150,0,1
7/15/04,150,0,2
8/15/04,150,0,1
10/15/04,150,0,2
11/15/04,150,0,2
12/15/04,150,0,2
1/15/05,150,0,1
2/15/05,150,3,34
3/15/05,150,0,35
4/15/05,150,3,25
5/15/05,150,0,28
6/15/05,150,2,41
7/15/05,150,0,33
8/15/05,150,8,48
9/15/05,150,1,24
10/15/05,150,2,22
11/15/05,150,4,29
12/15/05,150,1,29
1/15/06,150,3,55
2/15/06,150,1,37
3/15/06,150,0,66
4/15/06,150,0,37
5/15/06,150,4,65
6/15/06,150,2,55
7/15/06,150,5,60
8/15/06,150,3,57
9/15/06,150,2,68
10/15/06,150,6,59
11/15/06,150,3,62
12/15/06,150,9,80
1/15/07,150,3,50
2/15/07,150,0,55
3/15/07,150,2,56
4/15/07,150,2,38
5/15/07,150,1,42
6/15/07,150,3,48
7/15/07,150,4,40
8/15/07,150,3,33
9/15/07,150,2,42
10/15/07,150,2,18
11/15/07,150,0,27
12/15/07,150,2,40
1/15/08,150,2,63
2/15/08,150,3,53
3/15/08,150,2,68
4/15/08,150,6,55
5/15/08,150,2,55
6/15/08,150,3,65
7/15/08,150,2,84
8/15/08,150,6,78
9/15/08,150,8,90
10/15/08,150,6,95
11/15/08,150,7,87
12/15/08,150,6,107
1/15/09,150,7,100
2/15/09,150,6,102
3/15/09,150,5,71
4/15/09,150,8,88
5/15/09,150,6,106
6/15/09,150,8,86
7/15/09,150,6,85
8/15/09,150,9,92
9/15/09,150,13,109
10/15/09,150,11,80
11/15/09,150,7,77
12/15/09,150,9,105
1/15/10,150,9,100
2/15/10,150,8,101
3/15/10,150,3,88
4/15/10,150,5,91
5/15/10,150,3,87
6/15/10,150,13,128
7/15/10,150,9,102
8/15/10,150,9,121
9/15/10,150,15,139
10/15/10,150,11,106
11/15/10,150,15,121
12/15/10,150,14,171
1/15/11,150,17,199
2/15/11,150,14,206
3/15/11,150,9,190
4/15/11,150,9,168
5/15/11,150,7,156
6/15/11,150,14,201
7/15/11,150,26,233
8/15/11,150,21,170
9/15/11,150,16,199
10/15/11,150,13,152
11/15/11,150,10,166
12/15/11,150,17,189
1/15/12,150,16,213
2/15/12,150,10,215
3/15/12,150,9,181
4/15/12,150,16,164
5/15/12,150,13,172
6/15/12,150,9,133
7/15/12,150,6,139
8/15/12,150,17,159
9/15/12,150,6,130
10/15/12,150,5,92
11/15/12,150,5,91
12/15/12,150,4,126
1/15/13,150,11,124
2/15/13,150,13,120
3/15/13,150,9,106
4/15/13,150,11,90
5/15/13,150,10,92
6/15/13,150,6,85
7/15/13,150,5,118
8/15/13,150,5,103
9/15/13,150,13,91
1/15/04,151,0,1
2/15/04,151,0,1
3/15/04,151,0,1
4/15/04,151,0,1
6/15/04,151,0,2
7/15/04,151,0,1
8/15/04,151,0,3
9/15/04,151,0,1
10/15/04,151,0,3
11/15/04,151,0,2
12/15/04,151,1,3
1/15/05,151,0,3
2/15/05,151,0,25
3/15/05,151,2,29
4/15/05,151,0,23
5/15/05,151,1,20
6/15/05,151,1,27
7/15/05,151,2,38
8/15/05,151,1,37
9/15/05,151,3,34
10/15/05,151,1,24
11/15/05,151,2,20
12/15/05,151,2,34
1/15/06,151,2,25
2/15/06,151,2,41
3/15/06,151,1,32
4/15/06,151,4,62
5/15/06,151,2,45
6/15/06,151,2,52
7/15/06,151,0,61
8/15/06,151,4,60
9/15/06,151,2,73
10/15/06,151,2,88
11/15/06,151,4,54
12/15/06,151,4,62
1/15/07,151,9,75
2/15/07,151,0,38
3/15/07,151,1,53
4/15/07,151,3,40
5/15/07,151,3,37
6/15/07,151,2,40
7/15/07,151,2,48
8/15/07,151,2,42
9/15/07,151,2,32
10/15/07,151,1,37
11/15/07,151,1,19
12/15/07,151,2,31
1/15/08,151,6,46
2/15/08,151,5,62
3/15/08,151,2,50
4/15/08,151,9,66
5/15/08,151,5,69
6/15/08,151,2,70
7/15/08,151,8,73
8/15/08,151,4,78
9/15/08,151,10,97
10/15/08,151,6,97
11/15/08,151,9,92
12/15/08,151,13,107
1/15/09,151,6,112
2/15/09,151,11,98
3/15/09,151,13,88
4/15/09,151,11,74
5/15/09,151,4,81
6/15/09,151,12,99
7/15/09,151,5,72
8/15/09,151,9,79
9/15/09,151,12,99
10/15/09,151,17,105
11/15/09,151,6,74
12/15/09,151,4,75
1/15/10,151,12,106
2/15/10,151,4,89
3/15/10,151,3,89
4/15/10,151,8,79
5/15/10,151,8,87
6/15/10,151,6,104
7/15/10,151,11,128
8/15/10,151,6,109
9/15/10,151,7,132
10/15/10,151,19,147
11/15/10,151,9,99
12/15/10,151,5,114
1/15/11,151,9,177
2/15/11,151,11,203
3/15/11,151,8,190
4/15/11,151,9,170
5/15/11,151,23,174
6/15/11,151,6,160
7/15/11,151,15,200
8/15/11,151,13,219
9/15/11,151,11,165
10/15/11,151,15,195
11/15/11,151,8,141
12/15/11,151,15,154
1/15/12,151,15,204
2/15/12,151,14,217
3/15/12,151,9,204
4/15/12,151,15,163
5/15/12,151,15,158
6/15/12,151,10,165
7/15/12,151,13,139
8/15/12,151,8,146
9/15/12,151,13,147
10/15/12,151,13,144
11/15/12,151,7,95
12/15/12,151,3,92
1/15/13,151,9,135
2/15/13,151,14,121
3/15/13,151,6,86
4/15/13,151,3,98
5/15/13,151,6,76
6/15/13,151,2,85
7/15/13,151,9,100
8/15/13,151,9,107
9/15/13,151,7,105
5/15/04,152,0,1
6/15/04,152,0,1
7/15/04,152,1,3
8/15/04,152,0,1
9/15/04,152,0,2
10/15/04,152,0,1
11/15/04,152,0,1
1/15/05,152,0,1
2/15/05,152,1,36
3/15/05,152,0,26
4/15/05,152,0,24
5/15/05,152,1,25
6/15/05,152,0,18
7/15/05,152,0,24
8/15/05,152,0,31
9/15/05,152,0,40
10/15/05,152,3,42
11/15/05,152,4,26
12/15/05,152,1,24
1/15/06,152,1,22
2/15/06,152,1,23
3/15/06,152,1,37
4/15/06,152,1,28
5/15/06,152,8,63
6/15/06,152,0,36
7/15/06,152,5,52
8/15/06,152,6,62
9/15/06,152,7,58
10/15/06,152,4,86
11/15/06,152,4,84
12/15/06,152,4,46
1/15/07,152,2,57
2/15/07,152,1,60
3/15/07,152,3,43
4/15/07,152,2,47
5/15/07,152,2,33
6/15/07,152,3,41
7/15/07,152,1,38
8/15/07,152,4,39
9/15/07,152,5,41
10/15/07,152,2,29
11/15/07,152,5,35
12/15/07,152,1,17
1/15/08,152,3,32
2/15/08,152,1,38
3/15/08,152,10,54
4/15/08,152,5,53
5/15/08,152,4,60
6/15/08,152,6,61
7/15/08,152,3,59
8/15/08,152,6,65
9/15/08,152,12,95
10/15/08,152,9,105
11/15/08,152,4,86
12/15/08,152,6,108
1/15/09,152,8,97
2/15/09,152,5,102
3/15/09,152,8,105
4/15/09,152,5,81
5/15/09,152,10,72
6/15/09,152,8,82
7/15/09,152,10,98
8/15/09,152,10,72
9/15/09,152,14,78
10/15/09,152,8,90
11/15/09,152,6,91
12/15/09,152,4,65
1/15/10,152,11,73
2/15/10,152,11,90
3/15/10,152,5,95
4/15/10,152,9,80
5/15/10,152,3,77
6/15/10,152,4,101
7/15/10,152,8,84
8/15/10,152,12,119
9/15/10,152,11,101
10/15/10,152,16,135
11/15/10,152,8,142
12/15/10,152,6,105
1/15/11,152,7,116
2/15/11,152,14,186
3/15/11,152,10,182
4/15/11,152,12,156
5/15/11,152,11,181
6/15/11,152,14,169
7/15/11,152,18,175
8/15/11,152,15,197
9/15/11,152,11,190
10/15/11,152,13,164
11/15/11,152,13,201
12/15/11,152,16,152
1/15/12,152,11,151
2/15/12,152,10,220
3/15/12,152,9,200
4/15/12,152,14,182
5/15/12,152,11,190
6/15/12,152,18,174
7/15/12,152,8,169
8/15/12,152,7,148
9/15/12,152,11,155
10/15/12,152,13,170
11/15/12,152,6,129
12/15/12,152,7,102
1/15/13,152,4,108
2/15/13,152,13,137
3/15/13,152,5,101
4/15/13,152,4,80
5/15/13,152,8,102
6/15/13,152,3,101
7/15/13,152,9,105
8/15/13,152,4,81
9/15/13,152,5,98
3/15/04,153,0,1
5/15/04,153,0,2
7/15/04,153,1,1
8/15/04,153,0,2
9/15/04,153,0,1
10/15/04,153,0,2
11/15/04,153,0,1
12/15/04,153,0,1
1/15/05,153,0,2
2/15/05,153,1,15
3/15/05,153,1,27
4/15/05,153,1,17
5/15/05,153,3,27
6/15/05,153,2,31
7/15/05,153,1,26
8/15/05,153,1,25
9/15/05,153,3,43
10/15/05,153,2,44
11/15/05,153,2,33
12/15/05,153,3,25
1/15/06,153,0,22
2/15/06,153,3,27
3/15/06,153,1,22
4/15/06,153,0,35
5/15/06,153,4,41
6/15/06,153,3,54
7/15/06,153,0,36
8/15/06,153,5,52
9/15/06,153,1,60
10/15/06,153,2,62
11/15/06,153,1,75
12/15/06,153,4,90
1/15/07,153,1,52
2/15/07,153,2,55
3/15/07,153,2,73
4/15/07,153,3,37
5/15/07,153,1,64
6/15/07,153,4,43
7/15/07,153,1,39
8/15/07,153,2,37
9/15/07,153,3,37
10/15/07,153,2,45
11/15/07,153,0,27
12/15/07,153,2,37
1/15/08,153,0,27
2/15/08,153,3,31
3/15/08,153,1,40
4/15/08,153,1,44
5/15/08,153,1,56
6/15/08,153,5,67
7/15/08,153,5,63
8/15/08,153,6,57
9/15/08,153,5,78
10/15/08,153,7,104
11/15/08,153,10,86
12/15/08,153,7,104
1/15/09,153,13,106
2/15/09,153,9,98
3/15/09,153,6,98
4/15/09,153,4,89
5/15/09,153,4,86
6/15/09,153,6,69
7/15/09,153,8,81
8/15/09,153,11,92
9/15/09,153,5,67
10/15/09,153,3,73
11/15/09,153,7,83
12/15/09,153,11,98
1/15/10,153,21,77
2/15/10,153,7,77
3/15/10,153,6,81
4/15/10,153,5,92
5/15/10,153,6,81
6/15/10,153,4,74
7/15/10,153,13,97
8/15/10,153,5,87
9/15/10,153,8,123
10/15/10,153,9,113
11/15/10,153,10,128
12/15/10,153,15,148
1/15/11,153,8,96
2/15/11,153,2,115
3/15/11,153,10,168
4/15/11,153,13,165
5/15/11,153,8,168
6/15/11,153,17,190
7/15/11,153,8,175
8/15/11,153,7,160
9/15/11,153,14,195
10/15/11,153,14,197
11/15/11,153,17,169
12/15/11,153,11,199
1/15/12,153,13,159
2/15/12,153,9,150
3/15/12,153,12,187
4/15/12,153,10,169
5/15/12,153,11,188
6/15/12,153,18,205
7/15/12,153,9,169
8/15/12,153,14,166
9/15/12,153,8,119
10/15/12,153,23,165
11/15/12,153,23,136
12/15/12,153,4,164
1/15/13,153,7,104
2/15/13,153,5,101
3/15/13,153,8,115
4/15/13,153,3,94
5/15/13,153,2,78
6/15/13,153,7,97
7/15/13,153,2,111
8/15/13,153,8,97
9/15/13,153,4,107
4/15/04,154,0,1
5/15/04,154,0,1
6/15/04,154,0,2
8/15/04,154,0,1
9/15/04,154,0,4
10/15/04,154,0,1
11/15/04,154,0,2
12/15/04,154,0,2
1/15/05,154,0,2
2/15/05,154,0,16
3/15/05,154,1,22
4/15/05,154,2,21
5/15/05,154,2,17
6/15/05,154,2,26
7/15/05,154,2,31
8/15/05,154,1,30
9/15/05,154,2,23
10/15/05,154,2,44
11/15/05,154,5,45
12/15/05,154,2,38
1/15/06,154,3,32
2/15/06,154,2,24
3/15/06,154,0,20
4/15/06,154,1,24
5/15/06,154,0,46
6/15/06,154,0,36
7/15/06,154,5,51
8/15/06,154,2,42
9/15/06,154,4,52
10/15/06,154,2,61
11/15/06,154,4,61
12/15/06,154,3,68
1/15/07,154,3,91
2/15/07,154,3,47
3/15/07,154,1,60
4/15/07,154,2,59
5/15/07,154,1,36
6/15/07,154,1,58
7/15/07,154,2,36
8/15/07,154,2,42
9/15/07,154,3,35
10/15/07,154,5,48
11/15/07,154,3,42
12/15/07,154,3,31
1/15/08,154,1,41
2/15/08,154,0,23
3/15/08,154,1,28
4/15/08,154,3,39
5/15/08,154,2,54
6/15/08,154,5,60
7/15/08,154,4,67
8/15/08,154,8,62
9/15/08,154,4,78
10/15/08,154,6,68
11/15/08,154,14,110
12/15/08,154,7,102
1/15/09,154,10,94
2/15/09,154,4,104
3/15/09,154,5,91
4/15/09,154,8,91
5/15/09,154,11,80
6/15/09,154,3,97
7/15/09,154,4,71
8/15/09,154,8,80
9/15/09,154,16,111
10/15/09,154,6,74
11/15/09,154,8,81
12/15/09,154,11,80
1/15/10,154,9,101
2/15/10,154,12,71
3/15/10,154,10,82
4/15/10,154,4,64
5/15/10,154,9,90
6/15/10,154,4,87
7/15/10,154,7,82
8/15/10,154,10,103
9/15/10,154,5,93
10/15/10,154,12,114
11/15/10,154,12,134
12/15/10,154,10,122
1/15/11,154,14,133
2/15/11,154,4,86
3/15/11,154,3,105
4/15/11,154,17,142
5/15/11,154,18,154
6/15/11,154,19,181
7/15/11,154,12,180
8/15/11,154,12,175
9/15/11,154,7,160
10/15/11,154,12,172
11/15/11,154,16,202
12/15/11,154,6,177
1/15/12,154,15,200
2/15/12,154,9,158
3/15/12,154,11,146
4/15/12,154,11,162
5/15/12,154,12,204
6/15/12,154,17,192
7/15/12,154,22,180
8/15/12,154,10,177
9/15/12,154,7,159
10/15/12,154,10,154
11/15/12,154,16,128
12/15/12,154,17,134
1/15/13,154,10,149
2/15/13,154,8,103
3/15/13,154,1,85
4/15/13,154,12,108
5/15/13,154,5,81
6/15/13,154,7,89
7/15/13,154,7,119
8/15/13,154,15,96
9/15/13,154,6,102
3/15/04,155,0,2
5/15/04,155,0,1
6/15/04,155,0,1
7/15/04,155,0,1
8/15/04,155,0,1
9/15/04,155,1,2
10/15/04,155,0,3
11/15/04,155,0,1
12/15/04,155,1,2
1/15/05,155,0,2
2/15/05,155,2,13
3/15/05,155,2,21
4/15/05,155,0,13
5/15/05,155,0,25
6/15/05,155,0,18
7/15/05,155,1,27
8/15/05,155,2,35
9/15/05,155,2,27
10/15/05,155,1,26
11/15/05,155,9,45
12/15/05,155,3,42
1/15/06,155,2,36
2/15/06,155,1,19
3/15/06,155,1,24
4/15/06,155,2,23
5/15/06,155,1,25
6/15/06,155,2,45
7/15/06,155,4,39
8/15/06,155,3,54
9/15/06,155,1,31
10/15/06,155,4,52
11/15/06,155,0,56
12/15/06,155,4,58
1/15/07,155,3,60
2/15/07,155,3,82
3/15/07,155,0,60
4/15/07,155,3,44
5/15/07,155,3,58
6/15/07,155,5,44
7/15/07,155,0,51
8/15/07,155,2,39
9/15/07,155,3,43
10/15/07,155,4,37
11/15/07,155,2,43
12/15/07,155,3,51
1/15/08,155,2,37
2/15/08,155,2,38
3/15/08,155,0,20
4/15/08,155,2,23
5/15/08,155,3,36
6/15/08,155,5,60
7/15/08,155,5,58
8/15/08,155,5,76
9/15/08,155,6,81
10/15/08,155,5,70
11/15/08,155,12,74
12/15/08,155,8,114
1/15/09,155,7,100
2/15/09,155,4,92
3/15/09,155,8,89
4/15/09,155,7,78
5/15/09,155,11,105
6/15/09,155,5,80
7/15/09,155,11,103
8/15/09,155,8,69
9/15/09,155,8,81
10/15/09,155,15,104
11/15/09,155,11,62
12/15/09,155,8,81
1/15/10,155,13,82
2/15/10,155,11,112
3/15/10,155,2,60
4/15/10,155,3,65
5/15/10,155,3,73
6/15/10,155,12,89
7/15/10,155,3,78
8/15/10,155,7,75
9/15/10,155,7,103
10/15/10,155,2,104
11/15/10,155,6,119
12/15/10,155,7,116
1/15/11,155,12,130
2/15/11,155,4,127
3/15/11,155,3,94
4/15/11,155,6,111
5/15/11,155,10,155
6/15/11,155,11,162
7/15/11,155,13,200
8/15/11,155,10,153
9/15/11,155,10,152
10/15/11,155,15,168
11/15/11,155,28,197
